"carat","cut","color","clarity","table","depth","cert","measurements_1","measurements_2","measurements_3","price"
0.6,"Ideal","E","VS2",56,62,"GIA",5.38,5.41,3.34,1932
0.51,"Ideal","F","VS2",59,60.6,"GIA",5.16,5.17,3.13,1778
0.3,"Good","H","SI1",0.6,0.6,"IGI",4.17,4.26,2.65,364
0.31,"Ideal","E","VS2",56,61.8,"GIA",4.3,4.3,2.71,829
0.5,"Ideal","D","VVS2",58,62.9,"GIA",5.03,5.05,3.17,2390
2.21,"V.Good","H","SI1",59,58.7,"GIA",8.52,8.6,5.02,21970
0.91,"V.Good","L","SI2",58,62,"GIA",6.16,6.17,3.82,1840
0.4,"Ideal","G","SI1",60,61.6,"GIA",4.75,4.73,2.92,739
1.51,"Ideal","I","VVS2",59,62.4,"GIA",7.25,7.3,4.54,10450
0.3,"Ideal","G","IF",57,61.2,"GIA",4.31,4.34,2.65,630
0.41,"Ideal","J","VS2",58,62,"GIA",4.76,4.73,2.95,930
0.3,"V.Good","E","SI1",59,63.9,"GIA",4.18,4.2,2.68,750
0.23,"V.Good","D","VS2",58,63.2,"GIA",3.86,3.88,2.45,388
0.9,"V.Good","H","SI1",57,64.1,"GIA",6.04,6.06,3.88,3588
0.5,"Ideal","F","VVS1",57,62.6,"GIA",5.05,5.1,3.18,2105
0.4,"V.Good","F","SI2",55,64,"GIA",4.61,4.64,2.96,830
2.21,"V.Good","H","VVS2",56,60.5,"GIA",8.54,8.45,5.14,28144
0.51,"Ideal","F","SI1",60,59.5,"GIA",5.21,5.18,3.09,1760
1.01,"V.Good","E","VS1",56,63.1,"GIA",6.33,6.38,4.02,7884
0.4,"V.Good","I","SI1",61.5,59.7,"IGI",4.71,4.72,2.82,830
1,"Good","I","SI1",57,64,"GIA",6.16,6.26,3.98,6634
0.41,"Ideal","G","VVS2",56,61.8,"GIA",4.8,4.79,2.97,1262
0.51,"Ideal","I","VS1",57,62.1,"GIA",5.14,5.16,3.2,1470
0.35,"Ideal","E","SI1",56,62,"GIA",4.5,4.53,2.8,632
0.4,"Ideal","J","VS1",56,61.1,"GIA",4.75,4.77,2.91,751
3.02,"V.Good","F","VS2",56,63.2,"GIA",9.1,9.14,5.76,70330
0.6,"Ideal","J","VVS1",58,61.3,"GIA",5.44,5.42,3.33,1830
0.41,"Ideal","G","SI1",61.6,61.6,"GIA",4.79,4.75,2.94,980
0.5,"Ideal","J","VS2",56,61,"GIA",5.12,5.16,3.14,869
0.41,"Ideal","H","SI1",54,62.7,"GIA",4.76,4.75,2.98,970
0.4,"Ideal","I","SI2",56,62.6,"GIA",4.72,4.73,2.96,526
0.3,"Ideal","E","VS1",60,60.4,"GIA",4.32,4.34,2.62,890
0.52,"Ideal","G","VS2",59,60.6,"GIA",5.21,5.2,3.15,1763
1.51,"V.Good","L","SI1",60,62.1,"GIA",7.33,7.28,4.54,5060
0.7,"Ideal","H","VS1",61,58.9,"EGL Intl.",5.76,5.79,3.4,1378
0.42,"Ideal","E","VVS1",57,62.4,"GIA",4.8,4.77,2.98,1330
0.3,"Good","G","VS1",58,66.2,"GIA",4.16,4.09,2.73,539
1.32,"Ideal","H","SI1",60,60.4,"GIA",7.09,7.07,4.27,7190
0.9,"V.Good","G","VS1",56,64.1,"GIA",6.05,6.09,3.89,4980
1.1,"Ideal","H","VVS2",61,61.8,"GIA",6.63,6.57,4.07,6400
1.5,"Ideal","F","SI1",59,61.2,"GIA",7.34,7.4,4.5,14118
0.4,"Good","D","VVS2",54,65.9,"GIA",4.54,4.59,3.01,894
0.3,"Ideal","E","VVS1",59,62.3,"GIA",4.31,4.27,2.67,970
0.52,"Ideal","E","VS1",56,62.2,"GIA",5.15,5.16,3.21,2028
1.01,"Ideal","G","VVS1",55,62.5,"GIA",6.42,6.39,4,8114
0.3,"Ideal","E","VS1",59,61.7,"GIA",4.32,4.29,2.65,840
1.02,"V.Good","I","SI2",57,63.4,"GIA",6.34,6.39,4.04,4520
0.56,"Ideal","E","VVS2",56,63,"GIA",5.23,5.27,3.3,2134
0.51,"Ideal","I","VVS2",60,60.1,"GIA",5.17,5.21,3.12,1459
0.23,"Ideal","G","VVS2",56,61.8,"GIA",3.96,3.94,2.44,660
0.35,"Ideal","D","VS1",59,60.4,"GIA",4.55,4.58,2.76,769
0.3,"Good","E","SI1",60,63.3,"GIA",4.13,4.16,2.63,478
1.12,"Ideal","G","SI2",58,60.8,"HRD",6.68,6.76,4.08,5058
0.35,"Ideal","D","SI1",58,61.4,"GIA",4.53,4.55,2.79,648
0.9,"Ideal","G","SI2",58,61.1,"GIA",6.23,6.21,3.8,3800
0.9,"V.Good","L","SI2",63,63.7,"HRD",6.06,6.11,3.9,1404
0.35,"Ideal","J","SI1",55.5,61.4,"AGS",4.55,4.55,2.8,740
0.58,"Ideal","H","VVS1",57,62.3,"GIA",5.35,5.3,3.32,2142
0.5,"Ideal","I","VS2",60,59.3,"GIA",5.18,5.17,3.07,1570
0.5,"Ideal","J","VVS1",59,59.1,"GIA",5.2,5.22,3.08,1122
0.62,"Ideal","D","VS2",57,63.2,"GIA",5.41,5.43,3.42,2700
1.2,"Ideal","I","VS2",58,62.9,"GIA",6.78,6.74,4.25,5530
0.3,"V.Good","J","SI2",58,64.2,"GIA",4.2,4.25,2.72,356
0.56,"Ideal","I","IF",59,59.9,"GIA",5.39,5.37,3.22,2145
0.3,"Ideal","E","VS2",56,61.8,"GIA",4.32,4.34,2.68,870
0.3,"Ideal","I","SI1",57,62.1,"GIA",4.29,4.26,2.65,700
0.3,"Ideal","G","SI2",62,58.6,"GIA",4.41,4.38,2.58,740
0.45,"V.Good","D","VS2",58,63.8,"GIA",4.84,4.83,3.08,1400
1,"Ideal","J","SI1",58,61.2,"GIA",6.4,6.45,3.93,4927
0.55,"Ideal","E","VS1",59,59.7,"GIA",5.35,5.33,3.19,2450
0.44,"Ideal","J","VVS1",56.5,60.4,"IGI",4.94,4.96,2.99,1060
0.43,"V.Good","H","SI1",59,61.8,"GIA",4.78,4.8,2.96,638
0.54,"Ideal","E","VS1",59,61.9,"GIA",5.22,5.2,3.22,2198
0.41,"Ideal","D","SI1",59,61.4,"GIA",4.82,4.79,2.95,1230
0.6,"Ideal","G","VS2",55,62.3,"GIA",5.37,5.41,3.36,1794
1.21,"Ideal","E","SI2",54,62.6,"EGL Intl.",6.8,6.72,4.23,4420
0.33,"Ideal","E","VVS1",59,60.4,"GIA",4.46,4.49,2.7,815
0.71,"Good","E","VS1",54,66.2,"GIA",5.49,5.48,3.63,2783
0.46,"Good","D","VS1",59,65.7,"GIA",4.79,4.74,3.13,1450
0.32,"V.Good","G","VVS1",63,58.9,"GIA",4.47,4.44,2.62,890
2.35,"Good","I","SI1",57,62.8,"GIA",8.37,8.48,5.29,19690
0.37,"Ideal","E","VS1",56,62.1,"GIA",4.61,4.64,2.87,759
0.31,"Ideal","D","SI1",60,59.8,"GIA",4.39,4.41,2.63,576
0.45,"Ideal","F","SI2",56,62.2,"GIA",4.91,4.89,3.05,1150
0.3,"Ideal","D","SI1",57,60.1,"GIA",4.37,4.38,2.63,482
0.61,"Ideal","G","VVS1",59,60.6,"GIA",5.53,5.49,3.34,2618
0.54,"V.Good","H","SI1",62,55.8,"EGL Intl.",5.49,5.45,3.05,780
1.65,"Ideal","J","SI2",60,63.1,"IGI",7.43,7.47,4.69,5521
0.62,"Ideal","G","SI1",57,62.4,"GIA",5.46,5.43,3.4,2280
1.92,"Ideal","I","VVS2",57,61.7,"GIA",7.98,7.93,4.91,18968
0.88,"Ideal","E","VS2",57,61.8,"GIA",6.12,6.09,3.77,6895
0.9,"Ideal","H","VS1",57,62,"GIA",6.17,6.16,3.83,5369
0.3,"V.Good","E","VS2",57,64,"GIA",4.2,4.22,2.7,870
0.4,"V.Good","F","VVS2",55,63.7,"GIA",4.66,4.68,2.98,912
0.5,"Ideal","J","SI1",60,59.1,"GIA",5.2,5.19,3.07,1033
0.35,"V.Good","E","SI2",59,62.8,"GIA",4.45,4.45,2.8,517
0.4,"Ideal","E","VVS1",58,60.7,"GIA",4.76,4.78,2.9,1400
1.03,"Ideal","D","FL",56,60.9,"GIA",6.54,6.51,3.97,21619
1.55,"Ideal","H","VS2",58,62.1,"GIA",7.37,7.4,4.59,12847
0.45,"V.Good","J","SI2",61,63.6,"GIA",4.83,4.81,3.07,860
0.65,"V.Good","E","SI2",54.5,64.6,"IGI",5.42,5.46,3.51,1860
1.52,"V.Good","F","VS2",58,62.3,"GIA",7.28,7.35,4.56,12792
0.41,"Ideal","I","SI1",57,60.5,"GIA",4.82,4.84,2.92,676
0.41,"Ideal","F","SI2",57,61.8,"GIA",4.78,4.75,2.95,1060
0.3,"V.Good","G","SI2",62.9,62.9,"GIA",4.22,4.2,2.65,680
0.3,"V.Good","D","SI1",56,64,"GIA",4.21,4.24,2.7,474
0.3,"Ideal","D","VVS2",61,60.5,"GIA",4.33,4.32,2.62,980
0.3,"V.Good","E","SI1",61,61.6,"GIA",4.28,4.27,2.63,770
0.7,"V.Good","J","SI2",56,64.3,"GIA",5.55,5.58,3.58,1324
0.7,"Good","G","SI2",65,62.6,"GIA",5.57,5.53,3.48,2410
0.32,"V.Good","G","VVS1",59,61.5,"GIA",4.33,4.38,2.68,623
0.72,"V.Good","F","VS1",56,60.1,"GIA",5.8,5.85,3.5,3476
1.22,"Ideal","D","VVS1",59,60.7,"GIA",6.89,6.92,4.19,16450
1.6,"Ideal","H","VS1",56,62.8,"HRD",7.43,7.46,4.68,11250
0.8,"Ideal","H","SI1",59,61.6,"GIA",5.97,5.93,3.66,3230
0.36,"Ideal","F","SI2",57,62.3,"GIA",4.56,4.53,2.83,930
0.5,"V.Good","E","VS1",54,61.3,"GIA",5.12,5.14,3.14,2733
0.4,"V.Good","G","SI1",58,64.7,"GIA",4.61,4.58,2.97,690
1.32,"Ideal","J","SI2",55,62.7,"GIA",7,7.03,4.4,6060
1.07,"Ideal","E","VS1",59,61.8,"GIA",6.55,6.53,4.05,9570
0.31,"Ideal","E","VVS1",55,62.1,"GIA",4.38,4.37,2.72,743
1.51,"V.Good","J","VVS2",59,62.8,"GIA",7.25,7.27,4.56,7736
1.1,"Ideal","E","VVS2",57,62.9,"GIA",6.59,6.57,4.14,10810
1.19,"Ideal","G","VS1",58,62.3,"GIA",6.73,6.77,4.21,8470
0.61,"Good","G","SI1",68,59.8,"GIA",5.45,5.53,3.28,1300
0.3,"Good","G","SI2",67,63.8,"GIA",4.16,4.19,2.66,660
0.34,"Ideal","D","VS2",56,62.7,"GIA",4.44,4.46,2.79,711
0.71,"Ideal","J","I1",60,59.6,"GIA",5.83,5.85,3.48,1430
0.35,"Ideal","G","SI2",56,62.4,"GIA",4.52,4.49,2.81,730
0.3,"Good","D","SI1",57,65.4,"GIA",4.08,4.17,2.7,850
0.3,"V.Good","D","SI2",60,62.9,"GIA",4.21,4.24,2.66,730
0.54,"Ideal","H","VS2",59,61.2,"GIA",5.25,5.22,3.2,1848
0.63,"Ideal","E","SI2",61,59.8,"GIA",5.57,5.58,3.34,1800
0.23,"Ideal","D","IF",58,62.5,"GIA",3.9,3.92,2.44,748
1.74,"Ideal","E","VVS1",60,61.2,"GIA",7.76,7.71,4.73,26842
0.42,"Ideal","D","VVS2",59,62,"GIA",4.79,4.77,2.96,1520
0.5,"Ideal","G","VVS2",55,63.1,"GIA",5.01,5.07,3.18,1858
1.51,"V.Good","J","SI1",57,62.9,"GIA",7.25,7.14,4.53,6920
2.55,"Ideal","H","VVS1",58.5,61.4,"IGI",8.74,8.76,5.37,33424
0.51,"V.Good","G","SI1",55,63.3,"GIA",5.09,5.03,3.2,1540
0.31,"Ideal","G","SI2",57,61,"GIA",4.37,4.35,2.66,740
2.02,"Good","J","SI2",59,65.8,"GIA",7.76,7.87,5.14,9320
0.41,"Ideal","J","VS1",59,61.3,"GIA",4.77,4.78,2.93,910
1.24,"Ideal","I","SI1",58,62.8,"GIA",6.86,6.84,4.3,7261
1.23,"Ideal","H","SI2",56,62.2,"GIA",6.86,6.82,4.25,7861
0.75,"Ideal","E","VS2",54,62.3,"GIA",5.86,5.83,3.64,3747
0.53,"Ideal","G","VS2",56.5,63.4,"IGI",5.11,5.14,3.25,1750
0.5,"Ideal","E","VVS2",58,62,"GIA",5.1,5.09,3.16,2190
0.56,"Ideal","I","VVS2",56,62.2,"GIA",5.26,5.24,3.27,1850
0.3,"Good","H","VS2",55,65.6,"GIA",4.11,4.14,2.71,516
1.01,"Ideal","E","VS1",60,59.5,"GIA",6.53,6.57,3.9,9831
0.53,"Ideal","I","VVS2",57,61.3,"GIA",5.24,5.22,3.2,1760
0.3,"Ideal","D","VS2",0.6,0.6,"IGI",4.25,4.28,2.69,468
0.23,"Ideal","F","VVS2",57,61.1,"GIA",3.96,3.94,2.41,690
0.3,"Good","D","SI1",57,64.9,"GIA",4.16,4.18,2.71,650
0.72,"V.Good","H","SI2",58,62.1,"GIA",5.66,5.72,3.54,2108
0.51,"V.Good","H","VS2",55,62,"GIA",5.09,5.11,3.16,1389
0.21,"Ideal","D","VVS1",58,60.9,"GIA",3.86,3.83,2.34,743
0.71,"V.Good","I","SI2",58,64,"GIA",5.6,5.61,3.59,1790
0.6,"Ideal","F","VS1",60,61.6,"GIA",5.37,5.4,3.32,2132
0.31,"Ideal","D","SI1",59,60,"GIA",4.44,4.45,2.67,523
0.9,"V.Good","H","VVS2",56,64.2,"GIA",6.07,6.09,3.91,4501
0.71,"Ideal","D","VVS2",57,62.8,"GIA",5.7,5.67,3.57,4330
1.7,"Ideal","G","VS2",58,61.8,"GIA",7.65,7.67,4.73,18090
0.3,"Ideal","G","VS2",60,60.6,"GIA",4.36,4.34,2.64,720
0.34,"V.Good","E","VS1",57,62.2,"AGS",4.45,4.49,2.78,930
1.07,"Ideal","K","VS1",57,62.9,"GIA",6.52,6.54,4.11,3690
1.18,"Ideal","J","VVS1",59,61.2,"GIA",6.82,6.85,4.18,5610
0.7,"Good","E","VS1",56,64.7,"GIA",5.54,5.55,3.59,2880
0.31,"Ideal","D","SI2",56,60.9,"GIA",4.37,4.4,2.67,471
0.5,"Good","G","SI2",57,68,"IGI",4.78,4.83,3.27,1150
1.2,"Ideal","K","SI2",60,60.1,"GIA",6.92,6.87,4.15,4305
2,"Ideal","J","VS1",56,62.6,"IGI",7.94,8.02,5,13698
0.3,"V.Good","J","SI1",55,61.9,"GIA",4.27,4.3,2.65,387
1.22,"Ideal","H","VVS1",57,62.2,"GIA",6.88,6.84,4.27,8510
0.5,"Ideal","I","VS2",58,61.3,"GIA",5.11,5.13,3.14,1288
0.3,"V.Good","E","SI1",59,62.5,"GIA",4.28,4.24,2.66,740
0.5,"Ideal","D","VS2",57,61.9,"GIA",5.05,5.09,3.14,1957
1,"Ideal","H","VS2",57,62.8,"GIA",6.4,6.35,4,6680
1.23,"Ideal","F","VVS2",58,61.5,"GIA",6.89,6.9,4.24,9310
0.42,"Ideal","F","SI1",60,60.6,"GIA",4.84,4.86,2.94,643
1.05,"V.Good","J","VS2",60,59.6,"GIA",6.64,6.69,3.97,5183
1,"V.Good","E","SI1",54,64,"GIA",6.31,6.23,4.01,5680
0.3,"V.Good","E","SI1",62,60.1,"GIA",4.31,4.37,2.61,486
0.42,"Ideal","I","VVS1",59.5,58.4,"IGI",4.92,4.94,2.88,1060
2.02,"Ideal","E","SI2",57,63.4,"GIA",8.05,7.95,5.07,20640
1.8,"Ideal","G","VS2",57,62.7,"GIA",7.73,7.75,4.85,17920
1,"Ideal","H","VS2",56,63.7,"GIA",6.31,6.36,4.03,5939
0.3,"Ideal","E","VS2",56,62.8,"GIA",4.27,4.29,2.69,1080
1,"V.Good","D","VS1",61,61.9,"GIA",6.38,6.36,3.94,9547
0.37,"Ideal","D","VS2",59,62.1,"GIA",4.5,4.5,2.84,1069
1.11,"Ideal","F","VS1",55,62.2,"GIA",6.65,6.67,4.14,10183
0.3,"Good","E","VS1",60,60.5,"GIA",4.28,4.32,2.6,529
0.4,"Ideal","G","VS2",58,61.7,"GIA",4.73,4.7,2.91,879
3.39,"Ideal","F","SI1",57,62.1,"GIA",9.54,9.63,5.96,52233
0.71,"Ideal","I","VVS2",56,62.4,"GIA",5.72,5.67,3.56,2660
0.67,"V.Good","E","SI2",62,63.3,"IGI",5.45,5.51,3.48,1472
0.61,"V.Good","E","SI2",57,64.1,"GIA",5.33,5.28,3.4,1800
0.61,"V.Good","K","VS2",56,64.7,"GIA",5.31,5.27,3.42,1180
2.01,"Ideal","E","VS1",57,62.2,"GIA",8.04,8.09,5.02,41973
0.6,"Ideal","G","VS1",60,61.9,"GIA",5.43,5.4,3.35,2450
0.4,"Ideal","H","SI2",55.5,60.8,"IGI",4.76,4.79,2.9,840
0.51,"Ideal","F","VVS2",0.6,0.5,"IGI",5.2,5.22,3.07,1740
0.31,"Ideal","E","SI1",59,59.9,"GIA",4.41,4.38,2.63,800
0.43,"Ideal","F","VS2",58,62.2,"GIA",4.8,4.84,3,956
0.5,"Good","G","VS1",57.5,66.1,"IGI",4.93,4.96,3.27,1384
0.42,"Ideal","D","IF",56,63.2,"GIA",4.78,4.81,3.03,1488
0.31,"Ideal","H","SI2",56,61.6,"GIA",4.37,4.39,2.7,471
0.3,"Good","D","SI1",61,63.1,"GIA",4.18,4.2,2.64,720
0.4,"V.Good","G","VS2",60,59.5,"GIA",4.77,4.79,2.84,834
0.34,"Ideal","D","SI1",60,60.4,"GIA",4.55,4.53,2.74,660
0.3,"Ideal","E","VS2",57,61.6,"GIA",4.31,4.33,2.66,578
0.91,"V.Good","E","VS1",59,63.6,"GIA",6.16,6.1,3.9,5300
0.4,"Ideal","F","SI1",59,61.2,"GIA",4.74,4.75,2.9,1040
1.03,"Ideal","G","VS1",57,61.8,"GIA",6.45,6.49,4,9060
3.14,"Ideal","H","VS2",57,62.9,"GIA",9.28,9.32,5.85,50555
0.33,"Ideal","F","VS1",59,61.6,"GIA",4.43,4.46,2.74,583
0.4,"V.Good","F","VS1",55,62.1,"GIA",4.68,4.71,2.91,946
0.69,"Ideal","E","SI2",56,62,"GIA",5.68,5.65,3.52,2120
0.33,"Ideal","E","SI1",58,62.5,"GIA",4.4,4.42,2.76,572
0.5,"V.Good","J","VS1",50,62.9,"GIA",5.08,5.13,3.21,1357
0.6,"Ideal","D","VS2",57,62.1,"GIA",5.41,5.39,3.36,2880
1.3,"Ideal","G","SI2",57,62.8,"GIA",6.93,6.97,4.37,7370
0.53,"Ideal","H","VVS1",56,62.7,"GIA",5.17,5.14,3.23,1826
1.39,"Ideal","G","IF",57,61.1,"GIA",7.2,7.18,4.39,13819
1.12,"Ideal","I","SI2",58,61,"GIA",6.71,6.72,4.1,5025
0.3,"Ideal","K","VS1",57,62,"GIA",4.32,4.34,2.68,600
0.9,"Good","H","SI1",60,65.8,"GIA",5.94,5.91,3.9,3011
0.32,"V.Good","G","SI1",57.5,64.4,"IGI",4.25,4.29,2.75,720
0.51,"Ideal","F","VS2",59,61.8,"GIA",5.12,5.14,3.17,1680
0.4,"Ideal","F","VS2",57,62.8,"GIA",4.68,4.7,2.95,808
0.23,"Ideal","F","VS1",57,61.4,"GIA",3.98,3.96,2.44,727
1.5,"Ideal","H","SI1",57,62.7,"GIA",7.29,7.25,4.56,10970
0.9,"Good","I","SI1",59.5,64.8,"IGI",5.98,6.02,3.89,2650
0.72,"Ideal","G","VS1",59,61.8,"GIA",5.76,5.73,3.55,2837
0.3,"Ideal","E","VS2",58,61.5,"GIA",4.29,4.31,2.65,760
0.9,"V.Good","K","SI1",58,63.6,"GIA",6.09,6.04,3.86,2320
1.01,"Ideal","I","VVS1",60,60.7,"GIA",6.49,6.47,3.93,5700
0.56,"Ideal","E","VS1",56,62.4,"GIA",5.27,5.3,3.3,2470
2.17,"Ideal","F","VS2",58,61.6,"GIA",8.28,8.29,5.11,41214
0.4,"Ideal","F","VVS1",58,63.1,"GIA",4.71,4.67,2.96,1151
0.32,"Ideal","D","SI2",57,61.9,"GIA",4.38,4.39,2.71,545
0.99,"Ideal","H","SI1",57,60.6,"GIA",6.46,6.43,3.91,5280
1.51,"Ideal","J","VVS1",55.5,61.9,"IGI",7.3,7.33,4.53,7040
1.24,"Ideal","I","SI2",56,62.7,"GIA",6.84,6.85,4.29,5831
0.9,"V.Good","D","VS2",55,63.1,"HRD",6.13,6.09,3.85,4830
0.3,"Ideal","D","SI1",58,62.3,"GIA",4.27,4.29,2.67,551
0.79,"V.Good","I","VVS2",62,60.7,"GIA",5.97,6,3.63,2377
0.23,"Ideal","D","VVS2",55,61.6,"GIA",3.95,3.97,2.44,660
0.7,"V.Good","J","VVS1",59,63.1,"GIA",5.6,5.66,3.55,1951
1.02,"Ideal","I","VS2",57,62.5,"GIA",6.42,6.39,4.01,4922
1.01,"Good","D","VS2",61,61.6,"GIA",6.29,6.41,3.91,7770
0.3,"Ideal","I","VVS2",58,61.5,"GIA",4.29,4.31,2.64,770
0.91,"V.Good","K","VS2",61,62,"HRD",6.13,6.07,3.79,2690
0.3,"V.Good","I","SI2",61,61.4,"GIA",4.34,4.3,2.65,380
1.01,"Good","G","SI1",57,66.5,"GIA",6.11,6.14,4.08,4239
0.79,"Ideal","E","SI1",55,61.9,"GIA",5.89,5.97,3.67,3314
1.24,"Ideal","F","VS2",57,61.6,"GIA",6.88,6.86,4.23,12054
0.4,"Ideal","I","VS1",58,61.3,"GIA",4.74,4.78,2.91,1000
1,"V.Good","F","VS1",58,64.2,"GIA",6.29,6.23,4.02,6877
0.3,"Ideal","F","VS2",58,61.9,"GIA",4.29,4.27,2.65,870
0.9,"Ideal","E","VVS1",56,62.8,"GIA",6.15,6.18,3.87,8294
0.4,"Ideal","E","VVS1",57,61.8,"GIA",4.72,4.75,2.93,1664
0.33,"Ideal","F","SI2",60,61.3,"GIA",4.46,4.43,2.73,750
0.3,"Ideal","E","VS1",58,59.6,"GIA",4.4,4.37,2.61,647
0.3,"Ideal","E","SI1",59,60.4,"GIA",4.37,4.35,2.63,870
0.8,"V.Good","F","SI1",61,60.8,"GIA",5.93,5.96,3.62,3420
2.52,"Ideal","H","SI2",60,60.6,"GIA",8.79,8.72,5.3,22128
0.63,"V.Good","E","VVS1",54.5,62.9,"IGI",5.41,5.46,3.42,2780
0.93,"Ideal","E","SI2",56,62.1,"GIA",6.24,6.26,3.88,4424
0.5,"Ideal","F","SI1",59,59.5,"GIA",5.18,5.2,3.09,1369
0.61,"Ideal","D","VS2",58,62.2,"GIA",5.43,5.4,3.37,2772
0.91,"V.Good","E","SI1",59,62.6,"EGL USA",6.11,6.15,3.84,3797
0.4,"Ideal","E","VS2",58,62.1,"GIA",4.74,4.71,2.93,1250
0.81,"V.Good","G","SI1",57,64,"GIA",5.86,5.84,3.74,3129
1.02,"Ideal","J","VVS2",58,61.6,"GIA",6.44,6.47,3.98,5524
1.27,"Ideal","I","SI1",58,61.5,"GIA",6.92,6.97,4.27,7047
0.51,"Good","I","VS1",55,65.2,"EGL Intl.",5.05,4.99,3.27,821
0.32,"Ideal","D","SI1",59,61.2,"GIA",4.39,4.41,2.69,521
1.26,"Ideal","H","VVS1",59,62.1,"GIA",6.9,6.88,4.28,8920
1.75,"Ideal","D","SI1",55,61.4,"GIA",7.77,7.75,4.77,15889
0.46,"V.Good","H","SI2",56,63.7,"GIA",4.85,4.91,3.11,1050
0.66,"Ideal","E","VVS2",55,62.5,"GIA",5.52,5.58,3.47,2651
2.31,"Ideal","K","VVS1",56,63.4,"IGI",8.36,8.38,5.31,14383
0.5,"Good","J","SI1",57,66.4,"GIA",4.86,4.84,3.22,1000
0.4,"V.Good","I","SI1",57,64.3,"GIA",4.62,4.6,2.96,614
0.9,"V.Good","E","VVS2",55,64,"GIA",6.05,6.09,3.89,5700
1.2,"Ideal","I","IF",60,61.4,"HRD",6.83,6.86,4.2,5880
0.31,"Ideal","F","SI2",58,60.1,"GIA",4.39,4.41,2.65,479
0.38,"V.Good","I","IF",61,62.1,"GIA",4.6,4.66,2.87,724
0.59,"Ideal","K","VS2",57,62.3,"GIA",5.39,5.35,3.35,857
2.16,"Ideal","H","VVS1",60,61.3,"GIA",8.33,8.37,5.12,30990
0.31,"Ideal","E","SI1",59,59.9,"GIA",4.42,4.44,2.66,750
2.02,"Ideal","E","SI1",59,60,"GIA",8.19,8.24,4.92,24720
0.41,"Ideal","E","VS1",57,62.2,"GIA",4.79,4.76,2.97,921
3.62,"Ideal","E","VS2",58,62.3,"GIA",9.85,9.8,6.12,98330
1.55,"Ideal","E","VS2",57,61.5,"EGL Intl.",7.47,7.49,4.6,9594
0.43,"Ideal","J","VS2",60,60.6,"GIA",4.9,4.9,2.97,1020
0.34,"Ideal","F","VS1",56,62.5,"GIA",4.44,4.47,2.79,674
1.62,"Ideal","H","SI2",0.6,0.6,"GIA",7.51,7.48,4.69,8420
1.01,"Ideal","E","IF",60,61.8,"GIA",6.39,6.43,3.96,12790
1.29,"Ideal","H","SI2",60,60.7,"GIA",7.02,7,4.26,6370
1.01,"Ideal","H","VS1",59,61.8,"GIA",6.4,6.43,3.97,6408
1,"V.Good","E","SI2",63,58.8,"GIA",6.48,6.5,3.81,4803
1.29,"V.Good","G","SI1",57,64.2,"GIA",6.8,6.83,4.37,6630
1.51,"Ideal","D","SI2",59,61.6,"GIA",7.33,7.29,4.5,10305
0.41,"Ideal","E","SI1",60,61.2,"GIA",4.78,4.74,2.91,859
0.4,"Ideal","F","VS1",56,62.6,"GIA",4.68,4.7,2.94,1280
0.81,"Ideal","E","VS2",57,61.3,"GIA",6.01,5.97,3.69,4560
0.3,"V.Good","F","SI2",57,64.3,"GIA",4.2,4.22,2.71,367
0.3,"Ideal","F","VVS1",56,62.4,"GIA",4.31,4.29,2.68,670
0.64,"Ideal","E","VVS2",58,61.1,"GIA",5.58,5.56,3.4,3100
0.4,"V.Good","F","VS2",57,62.9,"GIA",4.69,4.72,2.96,1090
0.3,"V.Good","I","SI1",59,63.6,"GIA",4.22,4.25,2.69,458
0.7,"Good","J","SI2",62,56.8,"GIA",5.81,5.82,3.3,1470
0.3,"V.Good","G","SI2",56,64.4,"GIA",4.18,4.17,2.69,740
0.33,"Ideal","E","SI2",59.5,59.6,"IGI",4.52,4.55,2.7,390
0.31,"Ideal","J","SI1",57,63,"GIA",4.34,4.31,2.72,454
0.5,"V.Good","E","SI1",57,61.6,"GIA",5.08,5.05,3.12,1379
0.53,"Ideal","E","VVS2",55,62.2,"GIA",5.21,5.18,3.23,2400
1.58,"Ideal","L","VS1",59,61.5,"GIA",7.46,7.53,4.61,7930
0.55,"Ideal","F","VS1",57,62.7,"GIA",5.22,5.25,3.28,1834
0.4,"V.Good","J","VVS2",58,60.4,"GIA",4.76,4.74,2.87,970
1.01,"V.Good","E","VS1",59,62.4,"GIA",6.39,6.44,4,8872
3.51,"Ideal","H","SI2",58,62.7,"EGL Intl.",9.68,9.59,6.05,15310
0.31,"Ideal","H","SI2",57,63.5,"IGI",4.29,4.31,2.74,620
0.5,"Ideal","J","SI2",57,62.7,"GIA",5.09,5.06,3.18,956
0.33,"Ideal","H","VVS2",57,61.4,"GIA",4.41,4.44,2.72,627
1.02,"Ideal","F","SI2",58,61.9,"EGL Intl.",6.38,6.36,3.94,3192
0.29,"Good","G","SI1",59,59.1,"GIA",4.31,4.35,2.56,673
0.3,"Ideal","G","SI1",58,61.3,"GIA",4.34,4.31,2.65,770
0.5,"Good","E","SI1",62,58.9,"GIA",5.15,5.24,3.06,1450
0.24,"Ideal","D","VVS2",55,60.9,"GIA",4.05,4.07,2.47,750
0.42,"Ideal","G","VVS1",57,62.1,"GIA",4.81,4.8,2.98,1096
0.33,"Ideal","F","VVS1",59,60.7,"GIA",4.48,4.47,2.72,776
