Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30874887,06/18/2015 01:21:22 AM,,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11211,195 BEDFORD AVENUE,BEDFORD AVENUE,NORTH 7 STREET,NORTH 6 STREET,,,ADDRESS,BROOKLYN,,Precinct,Open,06/18/2015 09:21:22 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,01 BROOKLYN,BROOKLYN,995851,200656,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71742349418586,-73.95815061134515,"(40.71742349418586, -73.95815061134515)"
30868764,06/18/2015 01:18:29 AM,06/18/2015 03:06:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11238,364 LINCOLN PLACE,LINCOLN PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/18/2015 09:18:29 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2015 01:27:17 AM,08 BROOKLYN,BROOKLYN,994210,184485,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67303985538759,-73.96409425706678,"(40.67303985538759, -73.96409425706678)"
30872706,06/18/2015 01:18:12 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11201,100 WYCKOFF STREET,WYCKOFF STREET,SMITH STREET,HOYT STREET,,,ADDRESS,BROOKLYN,,Precinct,Open,06/18/2015 09:18:12 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,02 BROOKLYN,BROOKLYN,987053,189087,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.685676461661394,-73.98989328641174,"(40.685676461661394, -73.98989328641174)"
30868762,06/18/2015 01:17:58 AM,06/18/2015 02:21:17 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10454,593 EAST 141 STREET,EAST 141 STREET,CRIMMINS AVENUE,BEEKMAN AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/18/2015 09:17:58 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2015 02:18:26 AM,01 BRONX,BRONX,1007812,233756,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80825065050754,-73.91488656169864,"(40.80825065050754, -73.91488656169864)"
30873187,06/18/2015 01:15:29 AM,06/18/2015 01:37:55 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,EAST BROADWAY,EAST BROADWAY,,,,,LATLONG,NEW YORK,,Precinct,Closed,06/18/2015 09:15:29 AM,The Police Department responded to the complaint and took action to fix the condition.,06/18/2015 01:37:55 AM,03 MANHATTAN,MANHATTAN,987813,199502,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71426292917271,-73.98714746175531,"(40.71426292917271, -73.98714746175531)"
30876992,06/18/2015 01:13:05 AM,,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11203,,,,,BROOKLYN AVENUE,WINTHROP STREET,INTERSECTION,BROOKLYN,,Precinct,Assigned,06/18/2015 09:13:05 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/18/2015 01:51:29 AM,09 BROOKLYN,BROOKLYN,999484,178801,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.65743103535159,-73.94509436495501,"(40.65743103535159, -73.94509436495501)"
30872026,06/18/2015 01:12:42 AM,06/18/2015 02:00:59 AM,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11357,,,,,149 STREET,25 AVENUE,INTERSECTION,WHITESTONE,,Precinct,Closed,06/18/2015 09:12:42 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2015 02:00:59 AM,07 QUEENS,QUEENS,1034756,222192,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77639771641261,-73.81764343097664,"(40.77639771641261, -73.81764343097664)"
30869821,06/18/2015 01:10:26 AM,06/18/2015 01:34:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10025,202 WEST 98 STREET,WEST 98 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,06/18/2015 09:10:26 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2015 01:34:43 AM,07 MANHATTAN,MANHATTAN,992644,229088,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79546570093932,-73.96968402958025,"(40.79546570093932, -73.96968402958025)"
30874079,06/18/2015 01:10:04 AM,06/18/2015 02:47:59 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11208,226 LINWOOD STREET,LINWOOD STREET,ARLINGTON AVENUE,FULTON STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/18/2015 09:10:04 AM,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2015 02:45:26 AM,05 BROOKLYN,BROOKLYN,1016468,187188,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.68040595097598,-73.88384143471109,"(40.68040595097598, -73.88384143471109)"
30875307,06/18/2015 01:08:39 AM,06/18/2015 01:36:51 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,81 AVENUE A,AVENUE A,EAST 5 STREET,EAST 6 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/18/2015 09:08:39 AM,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,06/18/2015 01:36:51 AM,03 MANHATTAN,MANHATTAN,988610,203438,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72506594449667,-73.98426995490264,"(40.72506594449667, -73.98426995490264)"
30875950,06/18/2015 01:07:38 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,160-03 109 AVENUE,109 AVENUE,160 STREET,UNION HALL STREET,,,ADDRESS,JAMAICA,,Precinct,Assigned,06/18/2015 09:07:38 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/18/2015 01:37:53 AM,12 QUEENS,QUEENS,1041939,192259,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69419529084408,-73.79196530775754,"(40.69419529084408, -73.79196530775754)"
30874646,06/18/2015 01:06:53 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10457,1752 ANTHONY AVENUE,ANTHONY AVENUE,ITTNER PLACE,PROSPECT PLACE,,,ADDRESS,BRONX,,Precinct,Assigned,06/18/2015 09:06:53 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/18/2015 02:42:02 AM,05 BRONX,BRONX,1010841,247247,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84527098030176,-73.90389138957194,"(40.84527098030176, -73.90389138957194)"
30869494,06/18/2015 01:05:35 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10469,1216 BURKE AVENUE,BURKE AVENUE,TENBROECK AVENUE,PEARSALL AVENUE,,,ADDRESS,BRONX,,Precinct,Open,06/18/2015 09:05:35 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,11 BRONX,BRONX,1025111,256699,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.871159346222534,-73.85225738280518,"(40.871159346222534, -73.85225738280518)"
30873582,06/18/2015 01:05:33 AM,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10461,2112 LURTING AVENUE,LURTING AVENUE,LYDIG AVENUE,ESPLANADE,,,ADDRESS,BRONX,,Precinct,Assigned,06/18/2015 09:05:33 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/18/2015 03:12:25 AM,11 BRONX,BRONX,1023507,250715,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85474237532111,-73.85809206542524,"(40.85474237532111, -73.85809206542524)"
30874164,06/18/2015 01:05:18 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10467,3425 KNOX PLACE,KNOX PLACE,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,,,ADDRESS,BRONX,,Precinct,Assigned,06/18/2015 09:05:18 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/18/2015 02:19:46 AM,07 BRONX,BRONX,1016441,260586,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.881863828801755,-73.8835871004662,"(40.881863828801755, -73.8835871004662)"
30868993,06/18/2015 01:05:08 AM,,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10301,378 WOODSTOCK AVENUE,WOODSTOCK AVENUE,DUER LANE,OXFORD PLACE,,,ADDRESS,STATEN ISLAND,,Precinct,Open,06/18/2015 09:05:08 AM,"Your complaint has been forwarded to the New York Police Department for a non-emergency response. If the police determine the vehicle is illegally parked, they will ticket the vehicle and then you may either contact a private towing company to remove the vehicle or ask your local precinct to contact 'rotation tow'. Any fees charged for towing will have to be paid by the vehicle owner. 311 will have additional information in 8 hours. Please note your service request number for future reference.",,01 STATEN ISLAND,STATEN ISLAND,959490,169684,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.632385335816,-74.0892052952453,"(40.632385335816, -74.0892052952453)"
30871868,06/18/2015 01:02:41 AM,06/18/2015 01:02:49 AM,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report,,11225,921 WASHINGTON AVENUE,WASHINGTON AVENUE,CROWN STREET,MONTGOMERY STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,Your report has been sent to the Taxi and Limousine Commission (TLC). You are not available to participate in a hearing so TLC cannot take any action against the driver or car service company. No further information will be available for your report.,06/18/2015 01:02:49 AM,09 BROOKLYN,BROOKLYN,994869,182390,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.667288783296996,-73.96172186640173,"(40.667288783296996, -73.96172186640173)"
30870918,06/18/2015 01:01:44 AM,,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10065,236 EAST 61 STREET,EAST 61 STREET,3 AVENUE,2 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Assigned,06/18/2015 09:01:44 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/18/2015 02:06:19 AM,08 MANHATTAN,MANHATTAN,994012,217046,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76241218859433,-73.96476082458572,"(40.76241218859433, -73.96476082458572)"
30870227,06/18/2015 01:00:52 AM,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11434,168-02 LINDEN BOULEVARD,LINDEN BOULEVARD,168 STREET,169 STREET,,,ADDRESS,JAMAICA,,N/A,Open,07/18/2015 01:00:52 AM,The Department of Parks and Recreation usually requires 30 days to inspect this type of complaint. Please note your Service Request number for future reference.,,12 QUEENS,QUEENS,1044855,191006,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6907366175651,-73.78146111475544,"(40.6907366175651, -73.78146111475544)"
30872836,06/18/2015 12:59:58 AM,06/18/2015 01:09:53 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10009,162 AVENUE A,AVENUE A,EAST 10 STREET,EAST 11 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/18/2015 08:59:58 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2015 01:09:53 AM,03 MANHATTAN,MANHATTAN,989228,204540,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7280903400997,-73.98203951412438,"(40.7280903400997, -73.98203951412438)"
30876759,06/18/2015 12:59:37 AM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,10038,,,,,FRANKFORT STREET,PEARL STREET,INTERSECTION,NEW YORK,,N/A,Open,06/28/2015 12:59:37 AM,The Department of Transportation requires 10 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,01 MANHATTAN,MANHATTAN,983788,197775,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70952343044316,-74.00166641887616,"(40.70952343044316, -74.00166641887616)"
30872168,06/18/2015 12:58:53 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10458,2995 BOTANICAL SQUARE,BOTANICAL SQUARE,BEND,,,,ADDRESS,BRONX,,Precinct,Assigned,06/18/2015 08:58:53 AM,Your complaint has been received by the Police Department and additional information will be available later.,06/18/2015 02:19:17 AM,07 BRONX,BRONX,1016994,255432,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86771566456841,-73.88161246880681,"(40.86771566456841, -73.88161246880681)"
30868772,06/18/2015 12:58:00 AM,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint,,10456,,,,,EAST  165 STREET,GRAND CONCOURSE,INTERSECTION,BRONX,,N/A,Open,07/02/2015 12:58:00 AM,The Taxi and Limousine Commission will contact you within 14 days to confirm your complaint details. Please note your Service Request number for future reference.,,04 BRONX,BRONX,1006261,242012,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.83091503515853,-73.92046218444688,"(40.83091503515853, -73.92046218444688)"
30868868,06/18/2015 12:57:49 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Sewage,Restaurant/Bar/Deli/Bakery,11365,61-09 190 STREET,190 STREET,LONG ISLAND EXPRESSWAY,DEAD END,,,ADDRESS,FRESH MEADOWS,,N/A,Open,06/21/2015 12:57:49 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type may result in agency contact and/or investigation at the time of a routine inspection.  Status will be available 37 days after the date of your complaint by calling 311. Please note your Service Request number for future reference.,,08 QUEENS,QUEENS,1043928,209308,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74097737272804,-73.78464156943664,"(40.74097737272804, -73.78464156943664)"
30874781,06/18/2015 12:56:31 AM,06/18/2015 02:42:42 AM,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11206,210 COOK STREET,COOK STREET,BUSHWICK AVENUE,WHITE STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/18/2015 08:56:31 AM,The Police Department responded to the complaint and took action to fix the condition.,06/18/2015 02:15:45 AM,01 BROOKLYN,BROOKLYN,1002280,195462,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70315643455786,-73.93497258548766,"(40.70315643455786, -73.93497258548766)"
30871847,06/18/2015 12:52:55 AM,06/18/2015 01:12:06 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,,,,,CYPRESS AVENUE,STARR STREET,INTERSECTION,QUEENS,,Precinct,Closed,06/18/2015 08:52:55 AM,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2015 01:12:06 AM,04 QUEENS,QUEENS,1006441,197324,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70825772693884,-73.91995929811479,"(40.70825772693884, -73.91995929811479)"
30872915,06/18/2015 12:52:47 AM,06/18/2015 12:53:28 AM,TLC,Taxi and Limousine Commission,Taxi Report,Driver Report,,10001,PENN STATION,PENN STATION,WEST 32 STREET,WEST 33 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,Your report has been sent to the Taxi and Limousine Commission (TLC). You are not available to participate in a hearing so TLC cannot take any action against the driver or car service company. No further information will be available for your report.,06/18/2015 12:53:28 AM,05 MANHATTAN,MANHATTAN,986436,212532,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,Other,,,,,,,,40.75002752799186,-73.99211037548983,"(40.75002752799186, -73.99211037548983)"
30871442,06/18/2015 12:51:37 AM,06/18/2015 03:18:42 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11361,202-02 43 AVENUE,43 AVENUE,202 STREET,203 STREET,,,ADDRESS,BAYSIDE,,Precinct,Closed,06/18/2015 08:51:37 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,06/18/2015 03:18:06 AM,11 QUEENS,QUEENS,1044839,215666,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75842223045781,-73.78129679740378,"(40.75842223045781, -73.78129679740378)"
