Date,Price,YTD,Citi,HSBC,Morgan Stanley,Nomura,JPMorgan,Credit Suisse,Macquarie,Barclays,Standard Chartered,BNP Paribas Equity Research,Jefferies,China International Capital Corp,BofAML,UBS,Goldman Sachs
6/1/2012,9.78,-0.031683168,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/2/2012,9.78,-0.031683168,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/3/2012,9.78,-0.031683168,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/4/2012,9.71,-0.038613861,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/5/2012,9.65,-0.044554455,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/6/2012,9.89,-0.020792079,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/7/2012,10.04,-0.005940594,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/8/2012,10.12,0.001980198,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/9/2012,10.12,0.001980198,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/10/2012,10.12,0.001980198,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/11/2012,10.38,0.027722772,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/12/2012,10.3,0.01980198,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/13/2012,10.38,0.027722772,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/14/2012,10.28,0.017821782,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/15/2012,10.52,0.041584158,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/16/2012,10.52,0.041584158,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/17/2012,10.52,0.041584158,buy,neutral,Equalwt/Attractive,reduce,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/18/2012,10.58,0.047524752,buy,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/19/2012,10.56,0.045544554,buy,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/20/2012,10.62,0.051485149,buy,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/21/2012,10.46,0.035643564,buy,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/22/2012,10.18,0.007920792,buy,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/23/2012,10.18,0.007920792,buy,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/24/2012,10.18,0.007920792,buy,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/25/2012,10.06,-0.003960396,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/26/2012,9.99,-0.010891089,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/27/2012,9.79,-0.030693069,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/28/2012,9.72,-0.037623762,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/29/2012,9.95,-0.014851485,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
6/30/2012,9.95,-0.014851485,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/1/2012,9.95,-0.014851485,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/2/2012,9.95,-0.014851485,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/3/2012,9.98,-0.011881188,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/4/2012,9.85,-0.024752475,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/5/2012,9.93,-0.016831683,neutral,neutral,Equalwt/Attractive,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/6/2012,9.88,-0.021782178,neutral,neutral,Underwt/In-Line,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/7/2012,9.88,-0.021782178,neutral,neutral,Underwt/In-Line,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/8/2012,9.88,-0.021782178,neutral,neutral,Underwt/In-Line,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/9/2012,9.48,-0.061386139,neutral,neutral,Underwt/In-Line,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/10/2012,9.49,-0.06039604,neutral,neutral,Underwt/In-Line,neutral,underweight,outperform,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/11/2012,9.48,-0.061386139,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/12/2012,9.27,-0.082178218,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/13/2012,9.26,-0.083168317,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/14/2012,9.26,-0.083168317,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/15/2012,9.26,-0.083168317,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overwt/positive,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/16/2012,9.4,-0.069306931,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/17/2012,9.58,-0.051485149,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/18/2012,9.5,-0.059405941,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/19/2012,9.71,-0.038613861,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/20/2012,9.79,-0.030693069,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/21/2012,9.79,-0.030693069,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/22/2012,9.79,-0.030693069,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/23/2012,9.55,-0.054455446,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/24/2012,9.42,-0.067326733,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/25/2012,9.31,-0.078217822,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/26/2012,9.38,-0.071287129,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/27/2012,9.5,-0.059405941,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/28/2012,9.5,-0.059405941,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/29/2012,9.5,-0.059405941,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/30/2012,9.55,-0.054455446,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
7/31/2012,9.72,-0.037623762,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/1/2012,9.85,-0.024752475,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/2/2012,9.6,-0.04950495,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/3/2012,9.43,-0.066336634,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/4/2012,9.43,-0.066336634,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/5/2012,9.43,-0.066336634,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/6/2012,9.58,-0.051485149,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/7/2012,9.64,-0.045544554,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/8/2012,9.75,-0.034653465,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/9/2012,9.81,-0.028712871,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/10/2012,9.82,-0.027722772,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/11/2012,9.82,-0.027722772,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/12/2012,9.82,-0.027722772,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/13/2012,9.71,-0.038613861,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/14/2012,9.78,-0.031683168,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/15/2012,9.71,-0.038613861,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/16/2012,9.76,-0.033663366,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/17/2012,9.88,-0.021782178,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/18/2012,9.88,-0.021782178,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/19/2012,9.88,-0.021782178,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/20/2012,9.89,-0.020792079,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/21/2012,9.86,-0.023762376,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/22/2012,9.63,-0.046534653,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/23/2012,9.71,-0.038613861,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/24/2012,9.65,-0.044554455,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/25/2012,9.65,-0.044554455,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/26/2012,9.65,-0.044554455,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/27/2012,9.5,-0.059405941,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/28/2012,9.44,-0.065346535,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/29/2012,9.45,-0.064356436,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/30/2012,9.44,-0.065346535,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
8/31/2012,9.35,-0.074257426,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/1/2012,9.35,-0.074257426,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/2/2012,9.35,-0.074257426,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/3/2012,9.35,-0.074257426,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/4/2012,9.34,-0.075247525,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/5/2012,9.08,-0.100990099,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/6/2012,9.12,-0.097029703,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/7/2012,9.37,-0.072277228,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/8/2012,9.37,-0.072277228,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/9/2012,9.37,-0.072277228,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/10/2012,9.37,-0.072277228,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/11/2012,9.45,-0.064356436,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/12/2012,9.58,-0.051485149,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/13/2012,9.57,-0.052475248,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/14/2012,9.91,-0.018811881,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/15/2012,9.91,-0.018811881,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/16/2012,9.91,-0.018811881,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/17/2012,9.99,-0.010891089,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/18/2012,9.95,-0.014851485,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/19/2012,10.22,0.011881188,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
9/20/2012,10.04,-0.005940594,neutral,neutral,Underwt/In-Line,neutral,underweight,neutral,outperform,overweight,in-line,hold,buy,accumulate,buy,buy,neutral/neutral
