customerid,datecreated,source,mailinglist,testgroup,orgid,parentid
130,1341324555, PERSONAL_PROJECTS  ,0,0,406,               NULL 
1481,1341328306, PERSONAL_PROJECTS  ,0,0,33,               NULL 
9294,1341331931, SIGNUP             ,0,0,44,               NULL 
8432,1341333939, PERSONAL_PROJECTS  ,1,1,412,               NULL 
8849,1341334102, ORG_INVITE         ,0,0,44,8849
2010,1341350737, ORG_INVITE         ,0,0,16,7012
4098,1341357246, GUEST_INVITE       ,0,1,27,4098
9596,1341358597, ORG_INVITE         ,0,0,68,530
197,1341361591, GUEST_INVITE       ,1,0,135,9608
2526,1341361595, GUEST_INVITE       ,1,0,72,6405
2045,1341370046, SIGNUP             ,0,0,2,               NULL 
2106,1341377296, GUEST_INVITE       ,0,0,1,1547
9281,1341384415, GUEST_INVITE       ,0,0,54,5525
4596,1341390276, PERSONAL_PROJECTS  ,1,0,5,               NULL 
10879,1341395416, ORG_INVITE         ,0,0,230,10879
3383,1341400090, SIGNUP_GOOGLE_AUTH ,1,1,350,               NULL 
8610,1341430650, PERSONAL_PROJECTS  ,0,0,261,               NULL 
6202,1341446338, ORG_INVITE         ,0,0,71,5739
8565,1341446744, SIGNUP_GOOGLE_AUTH ,0,0,41,               NULL 
3559,1341448842, GUEST_INVITE       ,0,0,175,7303
7393,1341456914, ORG_INVITE         ,1,0,234,7393
4110,1341458277, SIGNUP_GOOGLE_AUTH ,1,1,40,               NULL 
9685,1341465757, ORG_INVITE         ,1,1,6,4302
10652,1341465973, PERSONAL_PROJECTS  ,0,0,80,               NULL 
2078,1341469174, ORG_INVITE         ,1,0,132,704
3987,1341475645, GUEST_INVITE       ,0,0,137,3987
5202,1341480697, ORG_INVITE         ,0,0,53,93
7120,1341488664, SIGNUP             ,0,0,270,               NULL 
6316,1341490861, ORG_INVITE         ,0,0,120,6315
8887,1341506442, GUEST_INVITE       ,0,0,210,8887
7437,1341521583, SIGNUP_GOOGLE_AUTH ,0,0,248,               NULL 
5600,1341521610, GUEST_INVITE       ,1,0,222,1754
8310,1341522623, ORG_INVITE         ,0,0,44,4034
7275,1341524737, PERSONAL_PROJECTS  ,0,0,241,               NULL 
11215,1341530399, PERSONAL_PROJECTS  ,0,0,393,               NULL 
7538,1341530954, SIGNUP             ,0,1,335,               NULL 
6805,1341532245, SIGNUP             ,1,0,109,               NULL 
3294,1341533070, ORG_INVITE         ,0,0,210,7600
7375,1341535264, SIGNUP_GOOGLE_AUTH ,0,0,99,               NULL 
11495,1341536607, ORG_INVITE         ,0,0,393,3891
5480,1341547448, GUEST_INVITE       ,0,0,126,7673
8817,1341554011, PERSONAL_PROJECTS  ,1,1,260,               NULL 
9577,1341566241, ORG_INVITE         ,0,0,238,9577
7730,1341567323, ORG_INVITE         ,0,0,144,7730
10645,1341571157, PERSONAL_PROJECTS  ,0,0,202,               NULL 
4076,1341575928, ORG_INVITE         ,0,0,1,1031
11450,1341579560, ORG_INVITE         ,0,0,389,11236
4242,1341579608, PERSONAL_PROJECTS  ,0,0,79,               NULL 
10511,1341593902, SIGNUP             ,1,0,93,               NULL 
4908,1341597273, SIGNUP             ,1,1,227,               NULL 
11409,1341605114, PERSONAL_PROJECTS  ,0,1,96,               NULL 
465,1341606644, GUEST_INVITE       ,1,0,9,11847
6461,1341621175, GUEST_INVITE       ,0,0,280,7462
10823,1341627111, ORG_INVITE         ,0,0,350,3383
2958,1341638633, ORG_INVITE         ,0,1,36,2132
7076,1341641395, SIGNUP             ,0,0,183,               NULL 
5721,1341643949, GUEST_INVITE       ,0,0,96,11630
4034,1341646818, SIGNUP             ,0,0,44,               NULL 
10764,1341647959, SIGNUP_GOOGLE_AUTH ,0,0,316,               NULL 
273,1341648649, SIGNUP             ,1,0,68,               NULL 
8708,1341655411, SIGNUP             ,0,1,350,               NULL 
4924,1341656904, SIGNUP             ,1,0,44,               NULL 
1098,1341657037, GUEST_INVITE       ,0,0,118,1098
3663,1341685289, GUEST_INVITE       ,0,0,145,9330
3616,1341689106, ORG_INVITE         ,0,0,201,2467
690,1341707881, ORG_INVITE         ,1,0,281,11135
11474,1341718121, ORG_INVITE         ,1,0,274,6467
1266,1341735711, GUEST_INVITE       ,1,0,48,131
8553,1341739708, GUEST_INVITE       ,0,0,173,3767
3850,1341755381, GUEST_INVITE       ,0,0,178,10680
436,1341761025, ORG_INVITE         ,0,0,1,8692
3030,1341780317, SIGNUP             ,0,0,75,               NULL 
7269,1341818267, PERSONAL_PROJECTS  ,0,0,18,               NULL 
1972,1341823989, ORG_INVITE         ,1,1,169,11447
11447,1341850946, ORG_INVITE         ,0,0,169,1972
1339,1341863791, GUEST_INVITE       ,0,0,277,1339
8692,1341864477, SIGNUP_GOOGLE_AUTH ,0,0,1,               NULL 
422,1341865432, GUEST_INVITE       ,1,1,143,422
8207,1341881976, ORG_INVITE         ,0,0,70,9345
3793,1341886372, PERSONAL_PROJECTS  ,1,0,240,               NULL 
7704,1341890695, PERSONAL_PROJECTS  ,1,1,1,               NULL 
2380,1341899997, SIGNUP             ,0,0,312,               NULL 
11626,1341906787, SIGNUP             ,0,0,152,               NULL 
10802,1341908368, ORG_INVITE         ,0,0,154,8664
10333,1341913897, PERSONAL_PROJECTS  ,0,0,0,               NULL 
11774,1341914469, ORG_INVITE         ,0,0,3,11774
1697,1341915329, SIGNUP_GOOGLE_AUTH ,0,0,410,               NULL 
7479,1341929523, ORG_INVITE         ,0,0,179,975
7027,1341930177, GUEST_INVITE       ,0,0,63,149
7533,1341933742, GUEST_INVITE       ,1,0,87,1975
9349,1341935519, ORG_INVITE         ,0,0,19,9702
3600,1341947637, GUEST_INVITE       ,0,0,293,3600
1029,1341949428, ORG_INVITE         ,0,0,76,6311
6312,1341949650, GUEST_INVITE       ,0,0,81,6312
4276,1341973162, SIGNUP             ,1,1,400,               NULL 
11571,1341977186, SIGNUP             ,1,1,22,               NULL 
4622,1341983828, SIGNUP_GOOGLE_AUTH ,0,0,165,               NULL 
11700,1341986017, SIGNUP             ,0,1,369,               NULL 
577,1341987633, ORG_INVITE         ,0,0,1,5836
4186,1342003916, ORG_INVITE         ,0,0,218,2998
1436,1342008425, PERSONAL_PROJECTS  ,0,0,248,               NULL 
1442,1342015207, GUEST_INVITE       ,0,0,286,264
10687,1342016804, SIGNUP_GOOGLE_AUTH ,0,0,14,               NULL 
3565,1342024806, GUEST_INVITE       ,1,1,156,4923
9001,1342030810, ORG_INVITE         ,1,1,1,1815
1448,1342037769, ORG_INVITE         ,0,0,224,3023
6516,1342040024, PERSONAL_PROJECTS  ,0,0,83,               NULL 
3568,1342041243, ORG_INVITE         ,1,0,21,1818
6882,1342046084, ORG_INVITE         ,1,0,11,2598
5378,1342049306, GUEST_INVITE       ,0,0,295,6954
10778,1342053795, ORG_INVITE         ,0,0,339,7693
3175,1342054391, GUEST_INVITE       ,0,0,260,8817
11251,1342054808, PERSONAL_PROJECTS  ,0,0,65,               NULL 
1441,1342059156, GUEST_INVITE       ,0,0,260,3175
11376,1342063201, ORG_INVITE         ,0,0,100,10741
7791,1342070426, ORG_INVITE         ,0,0,2,1800
9757,1342073406, PERSONAL_PROJECTS  ,0,0,1,               NULL 
3560,1342102982, SIGNUP_GOOGLE_AUTH ,0,0,47,               NULL 
778,1342105601, ORG_INVITE         ,1,0,329,181
2279,1342112375, ORG_INVITE         ,1,1,60,11413
5047,1342115457, SIGNUP             ,1,0,393,               NULL 
2632,1342124545, SIGNUP             ,0,0,363,               NULL 
10752,1342128706, GUEST_INVITE       ,0,0,44,8849
8477,1342135429, SIGNUP             ,0,0,97,               NULL 
3155,1342144403, SIGNUP_GOOGLE_AUTH ,0,0,390,               NULL 
5250,1342156334, SIGNUP_GOOGLE_AUTH ,1,0,78,               NULL 
6553,1342156592, GUEST_INVITE       ,1,0,27,6553
8623,1342156943, PERSONAL_PROJECTS  ,0,0,106,               NULL 
672,1342157823, PERSONAL_PROJECTS  ,0,0,10,               NULL 
6189,1342163759, GUEST_INVITE       ,0,0,317,8280
8171,1342173077, SIGNUP_GOOGLE_AUTH ,0,0,45,               NULL 
6258,1342183432, SIGNUP             ,0,1,370,               NULL 
1356,1342195437, SIGNUP             ,0,0,20,               NULL 
3687,1342212680, SIGNUP             ,0,0,198,               NULL 
10954,1342215175, SIGNUP_GOOGLE_AUTH ,0,0,240,               NULL 
1452,1342219178, SIGNUP_GOOGLE_AUTH ,1,0,4,               NULL 
3886,1342229782, SIGNUP             ,0,0,3,               NULL 
10886,1342239660, PERSONAL_PROJECTS  ,0,0,57,               NULL 
11011,1342240833, PERSONAL_PROJECTS  ,0,0,349,               NULL 
10560,1342255038, GUEST_INVITE       ,0,0,254,5533
3876,1342266484, GUEST_INVITE       ,0,0,51,1105
850,1342267285, SIGNUP_GOOGLE_AUTH ,0,0,14,               NULL 
5939,1342269518, PERSONAL_PROJECTS  ,1,1,63,               NULL 
10329,1342269762, ORG_INVITE         ,0,0,48,9187
8679,1342298386, ORG_INVITE         ,0,0,403,8679
9498,1342299649, SIGNUP_GOOGLE_AUTH ,0,0,169,               NULL 
10770,1342311572, SIGNUP             ,1,1,194,               NULL 
3784,1342312762, SIGNUP_GOOGLE_AUTH ,0,0,150,               NULL 
2128,1342312970, ORG_INVITE         ,0,0,115,9628
3225,1342355089, ORG_INVITE         ,0,0,19,7879
11186,1342362629, ORG_INVITE         ,0,0,7,2994
2318,1342367743, SIGNUP             ,0,0,155,               NULL 
8115,1342374633, ORG_INVITE         ,0,0,3,3385
6799,1342379911, SIGNUP_GOOGLE_AUTH ,0,0,12,               NULL 
7572,1342384857, SIGNUP_GOOGLE_AUTH ,0,0,250,               NULL 
9063,1342393368, SIGNUP_GOOGLE_AUTH ,0,0,1,               NULL 
9101,1342396426, GUEST_INVITE       ,0,0,29,11581
2431,1342397741, ORG_INVITE         ,0,0,232,2431
790,1342402335, PERSONAL_PROJECTS  ,0,0,283,               NULL 
5079,1342414759, GUEST_INVITE       ,0,0,340,5079
6914,1342442998, GUEST_INVITE       ,0,0,167,3227
4022,1342462291, ORG_INVITE         ,0,0,8,2175
1155,1342478048, ORG_INVITE         ,0,0,345,7358
2474,1342480470, GUEST_INVITE       ,0,0,392,7792
10344,1342484265, PERSONAL_PROJECTS  ,1,1,412,               NULL 
8873,1342486236, GUEST_INVITE       ,0,0,163,1175
2436,1342494360, SIGNUP             ,0,0,88,               NULL 
11911,1342496091, ORG_INVITE         ,0,0,3,4762
9589,1342496679, SIGNUP_GOOGLE_AUTH ,0,0,177,               NULL 
8369,1342501433, PERSONAL_PROJECTS  ,0,0,59,               NULL 
4568,1342516340, PERSONAL_PROJECTS  ,0,0,2,               NULL 
6890,1342531053, SIGNUP             ,0,0,39,               NULL 
5783,1342534822, PERSONAL_PROJECTS  ,1,1,34,               NULL 
3780,1342538991, SIGNUP             ,0,0,206,               NULL 
2517,1342539153, SIGNUP             ,0,1,346,               NULL 
11456,1342557235, SIGNUP_GOOGLE_AUTH ,0,0,363,               NULL 
3331,1342557574, GUEST_INVITE       ,1,1,108,6808
8851,1342568879, ORG_INVITE         ,0,0,10,9023
2622,1342573196, SIGNUP             ,1,1,370,               NULL 
3958,1342578263, GUEST_INVITE       ,1,1,347,8279
2105,1342585145, PERSONAL_PROJECTS  ,1,1,7,               NULL 
2070,1342587389, GUEST_INVITE       ,1,1,112,5348
6032,1342625626, SIGNUP_GOOGLE_AUTH ,0,0,143,               NULL 
3477,1342644116, SIGNUP             ,0,0,219,               NULL 
55,1342652426, SIGNUP_GOOGLE_AUTH ,0,0,229,               NULL 
8399,1342654298, SIGNUP_GOOGLE_AUTH ,0,0,95,               NULL 
6664,1342664932, ORG_INVITE         ,0,0,323,6664
5793,1342675769, SIGNUP             ,0,0,2,               NULL 
2787,1342687539, ORG_INVITE         ,0,0,6,4954
10689,1342700209, PERSONAL_PROJECTS  ,0,0,18,               NULL 
11195,1342701878, SIGNUP             ,0,0,161,               NULL 
4587,1342703681, PERSONAL_PROJECTS  ,0,0,241,               NULL 
1830,1342706858, GUEST_INVITE       ,0,0,112,8939
9661,1342712063, ORG_INVITE         ,0,0,189,6701
1381,1342728984, ORG_INVITE         ,0,0,34,5783
10184,1342735229, GUEST_INVITE       ,1,1,406,130
3770,1342736100, GUEST_INVITE       ,1,0,329,778
7091,1342743401, ORG_INVITE         ,0,0,0,5891
2621,1342751709, ORG_INVITE         ,1,0,150,2621
396,1342762484, PERSONAL_PROJECTS  ,0,0,160,               NULL 
10791,1342763287, GUEST_INVITE       ,0,1,32,11800
5880,1342763345, SIGNUP_GOOGLE_AUTH ,1,0,1,               NULL 
5920,1342763440, GUEST_INVITE       ,0,1,4,1807
7658,1342769658, PERSONAL_PROJECTS  ,0,0,323,               NULL 
7987,1342770668, SIGNUP             ,0,0,295,               NULL 
4654,1342773798, SIGNUP_GOOGLE_AUTH ,1,0,1,               NULL 
969,1342776947, SIGNUP_GOOGLE_AUTH ,0,1,7,               NULL 
6050,1342778786, GUEST_INVITE       ,0,0,95,8399
11078,1342789177, ORG_INVITE         ,0,0,27,6553
3261,1342790362, ORG_INVITE         ,0,0,301,3261
8438,1342814993, GUEST_INVITE       ,0,0,100,10741
7792,1342821215, GUEST_INVITE       ,1,1,392,2474
8426,1342823471, GUEST_INVITE       ,0,0,85,8426
1270,1342828605, ORG_INVITE         ,0,0,72,2526
336,1342835507, PERSONAL_PROJECTS  ,0,0,373,               NULL 
8694,1342836198, GUEST_INVITE       ,0,0,61,7274
573,1342846825, SIGNUP_GOOGLE_AUTH ,0,0,116,               NULL 
11734,1342850514, SIGNUP_GOOGLE_AUTH ,0,0,107,               NULL 
1308,1342850542, ORG_INVITE         ,1,0,33,1481
9769,1342861501, ORG_INVITE         ,0,0,3,10370
10953,1342872947, SIGNUP_GOOGLE_AUTH ,0,0,2,               NULL 
5523,1342876478, PERSONAL_PROJECTS  ,1,0,370,               NULL 
3485,1342885850, SIGNUP             ,0,0,208,               NULL 
11704,1342898904, SIGNUP             ,0,0,2,               NULL 
3944,1342899793, SIGNUP             ,0,0,25,               NULL 
11517,1342913955, PERSONAL_PROJECTS  ,0,0,2,               NULL 
4638,1342914280, GUEST_INVITE       ,0,0,0,6754
10565,1342922425, ORG_INVITE         ,0,0,412,10344
8510,1342923658, ORG_INVITE         ,0,0,1,577
2411,1342930539, ORG_INVITE         ,0,1,51,2411
1873,1342935120, GUEST_INVITE       ,1,1,146,5281
8738,1342937789, GUEST_INVITE       ,0,0,353,3192
451,1342941660, SIGNUP             ,0,0,130,               NULL 
1230,1342949375, ORG_INVITE         ,0,0,41,4763
8554,1342951551, SIGNUP             ,1,0,131,               NULL 
8473,1342972156, ORG_INVITE         ,1,1,56,7603
3046,1342982395, ORG_INVITE         ,1,1,145,7170
3337,1342985783, ORG_INVITE         ,1,1,20,7928
4435,1342991645, ORG_INVITE         ,1,1,377,6208
4885,1342998733, ORG_INVITE         ,1,0,69,1400
1226,1343002489, ORG_INVITE         ,0,0,139,3514
11721,1343005029, SIGNUP_GOOGLE_AUTH ,0,0,17,               NULL 
2147,1343008814, ORG_INVITE         ,0,0,15,11145
7684,1343011207, ORG_INVITE         ,0,0,245,2229
2050,1343018020, ORG_INVITE         ,0,0,8,10102
5495,1343024028, ORG_INVITE         ,0,0,275,5748
6311,1343025148, PERSONAL_PROJECTS  ,1,1,76,               NULL 
5859,1343027762, GUEST_INVITE       ,0,0,20,3337
11169,1343058292, SIGNUP             ,0,0,308,               NULL 
8634,1343065385, ORG_INVITE         ,1,0,6,10891
7630,1343068250, ORG_INVITE         ,0,0,101,8807
2017,1343071429, ORG_INVITE         ,1,0,103,949
2967,1343074809, ORG_INVITE         ,0,0,49,8028
220,1343077660, SIGNUP_GOOGLE_AUTH ,0,1,68,               NULL 
2314,1343080520, ORG_INVITE         ,1,0,17,2026
3839,1343081757, SIGNUP             ,0,0,233,               NULL 
5078,1343084287, ORG_INVITE         ,0,0,86,1037
3124,1343085355, SIGNUP             ,0,0,75,               NULL 
445,1343100387, GUEST_INVITE       ,0,0,289,445
8504,1343102931, ORG_INVITE         ,0,0,76,6311
4643,1343115048, ORG_INVITE         ,0,0,180,9054
3984,1343115606, ORG_INVITE         ,0,0,118,3984
7254,1343118361, SIGNUP_GOOGLE_AUTH ,0,0,59,               NULL 
3641,1343121675, SIGNUP             ,0,0,37,               NULL 
9187,1343125428, GUEST_INVITE       ,0,0,48,10329
1931,1343135264, SIGNUP_GOOGLE_AUTH ,0,1,380,               NULL 
2927,1343141912, SIGNUP_GOOGLE_AUTH ,1,1,18,               NULL 
6754,1343146851, SIGNUP_GOOGLE_AUTH ,0,0,0,               NULL 
8850,1343147588, PERSONAL_PROJECTS  ,0,0,271,               NULL 
7641,1343153307, ORG_INVITE         ,0,0,191,389
7345,1343156786, PERSONAL_PROJECTS  ,1,0,91,               NULL 
7410,1343158867, ORG_INVITE         ,0,1,43,10481
10765,1343163231, SIGNUP_GOOGLE_AUTH ,0,0,1,               NULL 
4767,1343166350, GUEST_INVITE       ,0,0,371,10334
7917,1343170255, SIGNUP             ,0,0,178,               NULL 
11770,1343180322, SIGNUP             ,0,0,5,               NULL 
1899,1343185692, GUEST_INVITE       ,1,0,180,1321
2139,1343190525, PERSONAL_PROJECTS  ,0,0,171,               NULL 
5466,1343191268, ORG_INVITE         ,1,0,218,7918
1462,1343199706, GUEST_INVITE       ,1,0,391,1462
4612,1343230832, GUEST_INVITE       ,1,1,128,4612
4757,1343232056, GUEST_INVITE       ,0,0,0,10333
11744,1343232239, GUEST_INVITE       ,1,0,236,11744
7778,1343232726, ORG_INVITE         ,0,0,5,7148
4476,1343233255, SIGNUP             ,0,0,414,               NULL 
4742,1343235003, ORG_INVITE         ,1,0,224,2658
1887,1343242063, SIGNUP_GOOGLE_AUTH ,0,0,162,               NULL 
4629,1343244470, PERSONAL_PROJECTS  ,0,0,248,               NULL 
5401,1343244920, ORG_INVITE         ,1,1,269,5401
7995,1343249101, GUEST_INVITE       ,0,0,333,6706
8768,1343268004, ORG_INVITE         ,0,0,117,8128
1069,1343268091, ORG_INVITE         ,0,0,223,860
4934,1343272089, GUEST_INVITE       ,0,0,90,5705
3689,1343276779, ORG_INVITE         ,0,0,102,4584
11387,1343284344, ORG_INVITE         ,1,1,364,3623
3212,1343340509, ORG_INVITE         ,1,0,22,9703
9272,1343342898, GUEST_INVITE       ,0,0,284,3185
7205,1343354263, GUEST_INVITE       ,1,1,2,3801
4354,1343356231, PERSONAL_PROJECTS  ,0,0,122,               NULL 
5914,1343362411, ORG_INVITE         ,0,1,210,8887
8575,1343367441, ORG_INVITE         ,0,0,136,8034
3717,1343369593, ORG_INVITE         ,0,0,248,7437
9039,1343372192, ORG_INVITE         ,0,1,55,9039
9460,1343383235, PERSONAL_PROJECTS  ,1,0,10,               NULL 
4946,1343386889, ORG_INVITE         ,0,0,28,4736
8377,1343388539, ORG_INVITE         ,0,0,14,1738
10572,1343396981, SIGNUP_GOOGLE_AUTH ,1,1,362,               NULL 
6647,1343402551, SIGNUP_GOOGLE_AUTH ,1,1,52,               NULL 
5408,1343403250, ORG_INVITE         ,1,0,57,2527
4540,1343404629, PERSONAL_PROJECTS  ,0,0,139,               NULL 
1453,1343424885, GUEST_INVITE       ,0,0,47,4187
10422,1343437895, SIGNUP             ,0,0,27,               NULL 
4572,1343438830, ORG_INVITE         ,0,0,414,4572
5742,1343450199, ORG_INVITE         ,1,0,131,5742
3342,1343463074, ORG_INVITE         ,1,1,0,4272
4529,1343463990, PERSONAL_PROJECTS  ,1,0,236,               NULL 
4752,1343472729, PERSONAL_PROJECTS  ,0,1,205,               NULL 
5659,1343473255, SIGNUP_GOOGLE_AUTH ,0,0,27,               NULL 
6212,1343477481, GUEST_INVITE       ,0,0,219,9532
7351,1343479588, GUEST_INVITE       ,0,0,333,6706
9265,1343486870, SIGNUP             ,1,0,92,               NULL 
6529,1343501507, ORG_INVITE         ,0,0,196,9223
6612,1343510413, SIGNUP_GOOGLE_AUTH ,1,1,4,               NULL 
3653,1343513216, SIGNUP_GOOGLE_AUTH ,1,1,56,               NULL 
2393,1343521261, SIGNUP             ,1,1,351,               NULL 
10055,1343523274, ORG_INVITE         ,0,1,75,10055
8405,1343526470, ORG_INVITE         ,1,0,128,10501
11532,1343530550, GUEST_INVITE       ,0,1,5,8429
7296,1343534697, GUEST_INVITE       ,0,0,93,10511
9781,1343541107, SIGNUP_GOOGLE_AUTH ,1,1,223,               NULL 
6701,1343547672, SIGNUP             ,0,0,189,               NULL 
6639,1343550821, ORG_INVITE         ,0,1,73,6639
3822,1343553176, ORG_INVITE         ,0,0,144,7730
3500,1343558578, GUEST_INVITE       ,0,1,5,11770
